Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
Ssangyong,2023,Rexton,Newcastle SsangYong,2023 Ssangyong Rexton Ultimate (awd),NEW,Automatic,"4 cyl, 2.2 L",AWD,Diesel,8.7 L / 100 km,8,White / Black,"Wickham, NSW",4 cyl,SUV, 4 Doors, 7 Seats,56585
Mazda,2023,3,"02 **** ****
",2023 Mazda 3,NEW,-,-,Other,Unleaded,-,0,Grey / -,"Glendale, NSW",-,Hatchback,,,0
Mazda,2023,CX-60,"02 **** ****
",2023 Mazda CX-60,NEW,-,-,Other,Unleaded,-,0,White / -,"Glendale, NSW",-,Wagon,,,0
Suzuki,2022,Sx4,"02 **** ****
",2022 Suzuki Sx4 S-Cross,DEMO,-,-,Other,Unleaded,-,248,Grey / -,"Cardiff, NSW",-,Hatchback,,,43990
Suzuki,2022,Ignis,Heritage Motor Group Mitsubishi and Suzuki New,2022 Suzuki Ignis GLX,NEW,Automatic,"4 cyl, 1.2 L",Front,Premium,4.9 L / 100 km,5,Green / -,"Maitland, NSW",4 cyl,SUV, 4 Doors, 4 Seats,26990
Mazda,2023,CX-3,Glendale Mazda New,2023 Mazda CX-3 Stouring (fwd),NEW,Automatic,"4 cyl, 2 L",Front,Unleaded,6.3 L / 100 km,7,White / -,"Glendale, NSW",4 cyl,SUV, 4 Doors, 5 Seats,36521
Hyundai,2023,Santa,Kloster Hyundai Hamilton - New,2023 Hyundai Santa FE Elite Crdi (awd),NEW,Automatic,"4 cyl, 2.2 L",AWD,Diesel,6.1 L / 100 km,16,Silver / -,"Hamilton East, NSW",4 cyl,SUV, 4 Doors, 7 Seats,65750
Mazda,2023,CX30,"02 **** ****
",2023 Mazda CX30,NEW,-,-,Other,Unleaded,-,0,Silver / -,"Wickham, NSW",-,Wagon,,,0
Holden,2015,Colorado,SUV,2015 Holden Colorado 7 LT (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9.4 L / 100 km,212371,Silver / Grey,"Mayfield West, NSW",4 cyl,SUV, 4 Doors, 7 Seats,21990
Hyundai,2022,Santa,Kloster Hyundai Hamilton - New,2022 Hyundai Santa FE Crdi (awd),NEW,Automatic,"4 cyl, 2.2 L",AWD,Diesel,6.1 L / 100 km,16,Blue / -,"Hamilton East, NSW",4 cyl,SUV, 4 Doors, 7 Seats,52485
LDV,2022,D90,"02 **** ****
",2022 LDV D90,NEW,-,-,Other,Diesel,-,5,- / -,"Glendale, NSW",-,Wagon,,,51990
Subaru,2012,XV,SUV,2012 Subaru XV 2.0I,USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,7.1 L / 100 km,173365,Grey / Black,"Mayfield West, NSW",4 cyl,SUV, 4 Doors, 5 Seats,12990
Mazda,2022,CX-5,Glendale Mazda New,2022 Mazda CX-5 Maxx Sport (fwd),DEMO,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.5 L / 100 km,12,Red / -,"Glendale, NSW",4 cyl,SUV, 4 Doors, 5 Seats,43771
Mitsubishi,2023,Triton,"Kelly Trotter Motor Group Mitsubishi, Suzuki",2023 Mitsubishi Triton GSR (4X4),NEW,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8.6 L / 100 km,10,Grey / -,"Cardiff, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,65790
Mazda,2017,BT-50,Ute / Tray,2017 Mazda BT-50 XT (4X2),USED,Manual,"4 cyl, 2.2 L",Rear,Diesel,7.6 L / 100 km,190081,Silver / Black,"Maryville, NSW",4 cyl,Ute / Tray, 2 Doors, 3 Seats,15980
Mitsubishi,2019,Outlander,SUV,2019 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.2 L / 100 km,57520,Silver / -,"South Nowra, NSW",4 cyl,SUV, 4 Doors, 7 Seats,29990
Volkswagen,2014,Crafter,USED Dealer ad,2014 Volkswagen Crafter TDI300,USED,Manual,-,Other,Diesel,-,195481,White / -,"Beresfield, NSW",-,,,,19800
Hyundai,2022,Santa,Cardiff Honda Hyundai - New,2022 Hyundai Santa FE Highlander Crdi (awd),DEMO,Automatic,"4 cyl, 2.2 L",AWD,Diesel,6.1 L / 100 km,16,Silver / -,"Cardiff, NSW",4 cyl,SUV, 4 Doors, 7 Seats,72635
Kia,2019,Sportage,SUV,2019 Kia Sportage S (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,63776,Grey / -,"South Nowra, NSW",4 cyl,SUV, 4 Doors, 5 Seats,29990
Ford,2016,Ranger,Ute / Tray,2016 Ford Ranger XL 2.2 HI-Rider (4X2),USED,Manual,"4 cyl, 2.2 L",Rear,Diesel,6.9 L / 100 km,134107,White / Grey,"Mayfield West, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,22990
Mazda,2023,6,Glendale Mazda New,2023 Mazda 6 G35 Atenza,NEW,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.6 L / 100 km,8,Grey / -,"Glendale, NSW",4 cyl,Wagon, 4 Doors, 5 Seats,57042
Mazda,2022,CX-9,Glendale Mazda New,2022 Mazda CX-9 Touring (awd),NEW,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.8 L / 100 km,7,Red / -,"Glendale, NSW",4 cyl,SUV, 4 Doors, 7 Seats,62777
Mitsubishi,2017,Triton,Ute / Tray,2017 Mitsubishi Triton GLX Plus (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6 L / 100 km,225411,White / Grey,"Mayfield West, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,23990
Audi,2018,Q7,SUV,2018 Audi Q7 3.0 TDI Quattro,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,5.8 L / 100 km,51509,Black / Black,"Mayfield West, NSW",6 cyl,SUV, 4 Doors, 7 Seats,69990
Mazda,2022,CX-9,Glendale Mazda New,2022 Mazda CX-9 Azami (awd),DEMO,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.8 L / 100 km,8,Grey / -,"Glendale, NSW",4 cyl,SUV, 4 Doors, 7 Seats,74666
Toyota,1998,Landcruiser,Cars Connect,1998 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,"6 cyl, 3.4 L",4WD,Unleaded,15 L / 100 km,0,Green / Grey,"Edgeworth, NSW",6 cyl,SUV, 4 Doors, 8 Seats,8990
Holden,2005,Rodeo,Ute / Tray,2005 Holden Rodeo LX,USED,Manual,"6 cyl, 3.5 L",Rear,Unleaded,0 L / 100 km,353047,White / Grey,"Hamilton North, NSW",6 cyl,Ute / Tray, 2 Doors, 2 Seats,9990
Mercedes-Benz,2018,Sprinter,SJ Wholesale Motors,2018 Mercedes-Benz Sprinter 319CDI Low Roof MWB 7G-Tronic,USED,Automatic,-,Rear,Diesel,-,230473,White / Grey,"Hamilton North, NSW",-,Commercial,,,29990
Nissan,2016,Navara,Ute / Tray,2016 Nissan Navara ST (4X4),USED,Manual,"4 cyl, 2.3 L",4WD,Diesel,6.5 L / 100 km,142322,White / Black,"Singleton, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,38888
Mazda,2013,BT-50,Ute / Tray,2013 Mazda BT-50 XT (4X2),USED,Manual,"4 cyl, 2.2 L",Rear,Diesel,8.4 L / 100 km,263908,White / Grey,"Hamilton North, NSW",4 cyl,Ute / Tray, 2 Doors, 3 Seats,10990
Toyota,2013,Hilux,Ute / Tray,2013 Toyota Hilux Workmate,USED,Automatic,"4 cyl, 2.7 L",Rear,Unleaded,11.5 L / 100 km,20012,Blue / Grey,"Hamilton North, NSW",4 cyl,Ute / Tray, 2 Doors, 3 Seats,24990
Ram,2022,1500,NEW In stock,2022 Ram 1500,NEW,Automatic,-,Other,Unleaded,-,50,White / -,"Beresfield, NSW",-,Ute / Tray, 5 Seats,,164990
Volvo,2019,XC60,SUV,2019 Volvo XC60 D4 Momentum,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.4 L / 100 km,59608,White / Black,"Wickham, NSW",4 cyl,SUV, 4 Doors, 5 Seats,47888
Ford,2007,Territory,SUV,2007 Ford Territory TX (rwd),USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,12.8 L / 100 km,196000,Black / -,"Windsor, NSW",6 cyl,SUV, 4 Doors, 5 Seats,5888
Mazda,2023,BT-50,"02 **** ****
",2023 Mazda BT-50,NEW,-,-,Other,Diesel,-,0,Black / -,"Wickham, NSW",-,Ute / Tray,,,0
Mitsubishi,2016,Pajero,SUV,2016 Mitsubishi Pajero GLX LWB (4X4),USED,Automatic,"4 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,119446,White / -,"Cardiff, NSW",4 cyl,SUV, 4 Doors, 7 Seats,34990
Holden,2012,Colorado,Ute / Tray,2012 Holden Colorado LTZ (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9.1 L / 100 km,173587,Blue / Black,"Edgeworth, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,28990
Mazda,2023,BT-50,Glendale Mazda New,2023 Mazda BT-50 XTR (4X4),NEW,Automatic,"4 cyl, 3 L",4WD,Diesel,8 L / 100 km,6,Black / -,"Glendale, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,64567
Toyota,2020,Hilux,Ute / Tray,2020 Toyota Hilux SR5 (4X4),USED,Manual,"4 cyl, 2.8 L",4WD,Diesel,7.4 L / 100 km,37826,White / Grey,"Singleton, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,64888
Mitsubishi,2023,Triton,Upper Hunter Automotive New Cars,2023 Mitsubishi Triton GLX-R (4X4),NEW,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8.6 L / 100 km,0,White / Black Cloth,"Muswellbrook, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,52900
Ford,2016,Ranger,Ute / Tray,2016 Ford Ranger Wildtrak 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,80155,Orange / Black,"Goulburn, NSW",5 cyl,Ute / Tray, 4 Doors, 5 Seats,49990
Toyota,2019,HiAce,Commercial,2019 Toyota HiAce LWB Courier Pack,USED,Automatic,"6 cyl, 3.5 L",Rear,Unleaded,12 L / 100 km,26091,White / -,"Fyshwick, ACT",6 cyl,Commercial, 4 Doors, 2 Seats,42981
Mitsubishi,2017,ASX,SUV,2017 Mitsubishi ASX LS (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,99995,Silver / Leather,"Phillip, ACT",4 cyl,SUV, 4 Doors, 5 Seats,20990
Mazda,2015,3,Sedan,2015 Mazda 3 SP25 GT,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,6 L / 100 km,161602,Red / -,"Yass, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,19900
Porsche,2016,Cayenne,SUV,2016 Porsche Cayenne S Diesel,USED,Automatic,"8 cyl, 4.1 L",AWD,Diesel,8.3 L / 100 km,100518,Black / -,"Fyshwick, ACT",8 cyl,SUV, 4 Doors, 5 Seats,78830
Hyundai,2023,Tucson,"National Capital Hyundai, National Capital Mitsubishi",2023 Hyundai Tucson (FWD),NEW,Automatic,"4 cyl, 2 L",Front,Unleaded,8.1 L / 100 km,20,Silver / Black,"Belconnen, ACT",4 cyl,SUV, 4 Doors, 5 Seats,37490
Nissan,2000,Qashqai,"02 **** ****
",2000 Nissan Qashqai QASHQAI CVT TI,NEW,-,-,Other,-,-,0,Blue / Blue/Black,"Belconnen, ACT",-,Wagon,,,47390
Audi,2019,S5,Hatchback,2019 Audi S5 3.0 Tfsi Tiptronic,USED,Automatic,"6 cyl, 3 L",AWD,Premium,7.7 L / 100 km,29146,Blue / Leather,"Phillip, ACT",6 cyl,Hatchback, 5 Doors, 4 Seats,69900
GWM,2023,Haval,National Capital Motors New Cars,2023 GWM Haval H6 LUX,NEW,Automatic,"4 cyl, 2 L",Front,Premium,9.8 L / 100 km,20,Red / Charcoal Comfort,"Belconnen, ACT",4 cyl,SUV, 4 Doors, 5 Seats,35985
Jeep,2022,Compass,NEW In stock,2022 Jeep Compass Trailhawk,NEW,Automatic,-,Other,Diesel,-,25,- / Black Leather Seats With Black Interior And Red Stitching,"Fyshwick, ACT",-,SUV,,,56470
Hyundai,2023,Tucson,"National Capital Hyundai, National Capital Mitsubishi",2023 Hyundai Tucson Elite (fwd),NEW,Automatic,"4 cyl, 2 L",Front,Unleaded,8.1 L / 100 km,5,White / Black,"Belconnen, ACT",4 cyl,SUV, 4 Doors, 5 Seats,41990
Toyota,2019,Fortuner,SUV,2019 Toyota Fortuner GXL,USED,Automatic,"4 cyl, 2.8 L",AWD,Diesel,8.6 L / 100 km,128424,- / -,"Wellington, NSW",4 cyl,SUV, 4 Doors, 7 Seats,44500
BMW,2008,320D,Sedan,2008 BMW 320D Executive Luminance,USED,Automatic,"4 cyl, 2 L",Rear,Diesel,6.7 L / 100 km,97025,- / -,"Fyshwick, ACT",4 cyl,Sedan, 4 Doors, 5 Seats,15990
Kia,2022,Stinger,"02 **** ****
",2022 Kia Stinger CK PE STINGER 3.3 GT A/T BLACK INT,DEMO,-,-,Other,-,-,2376,Grey / Black Cloth,"Belconnen, ACT",-,Coupe,,,71390
Fiat,2022,500,"02 **** ****
",2022 Fiat 500 Dolcevita,NEW,-,-,Other,-,-,25,- / White Fabric Seats With Black Inserts And White Stitching,"Fyshwick, ACT",-,Hatchback,,,29995
Nissan,2000,Juke,"02 **** ****
",2000 Nissan Juke JUKE STL 2WD AUTO,NEW,-,-,Other,-,-,6,Grey / Black,"Belconnen, ACT",-,Wagon,,,38612
GWM,2023,Haval,National Capital Motors New Cars,2023 GWM Haval Jolion Premium,NEW,Automatic,"4 cyl, 1.5 L",Front,Premium,8.1 L / 100 km,20,White / Charcoal Cloth,"Belconnen, ACT",4 cyl,SUV, 4 Doors, 5 Seats,28490
Jeep,2020,Gladiator,Ute / Tray,2020 Jeep Gladiator Overland (4X4),USED,Automatic,"6 cyl, 3.6 L",4WD,Unleaded,11.2 L / 100 km,39604,Black / -,"Fyshwick, ACT",6 cyl,Ute / Tray, 4 Doors, 5 Seats,64830
Alfa,2021,Romeo,SUV,2021 Alfa Romeo Stelvio Veloce,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7 L / 100 km,2100,Blue / -,"Fyshwick, ACT",4 cyl,SUV, 4 Doors, 5 Seats,76830
Nissan,2000,Leaf,"02 **** ****
",2000 Nissan Leaf LEAF EV MY23 39KW,NEW,-,-,Other,-,-,0,White / Black,"Belconnen, ACT",-,Hatchback,,,50990
GWM,2022,UTE,National Capital Motors New Cars,2022 GWM UTE Cannon-L (4X4),DEMO,Automatic,"4 cyl, 2 L",4WD,Diesel,9.4 L / 100 km,21,Grey / Charcoal Comfort,"Belconnen, ACT",4 cyl,Ute / Tray, 4 Doors, 5 Seats,41985
Holden,2009,Commodore,Wagon,2009 Holden Commodore SS-V SE,USED,Automatic,"8 cyl, 6 L",Rear,Premium,14.6 L / 100 km,210183,Blue / -,"Fyshwick, ACT",8 cyl,Wagon, 4 Doors, 5 Seats,26599
Toyota,2006,Hilux,Ute / Tray,2006 Toyota Hilux SR5 (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,9.5 L / 100 km,273520,White / -,"Fyshwick, ACT",4 cyl,Ute / Tray, 4 Doors, 5 Seats,18049
Mitsubishi,2008,Express,Commercial,2008 Mitsubishi Express MWB,USED,Manual,"4 cyl, 2.4 L",Rear,Unleaded,11 L / 100 km,221455,White / -,"Fyshwick, ACT",4 cyl,Commercial, 2 Doors, 2 Seats,8549
Mercedes-Benz,2017,GLA180,SUV,2017 Mercedes-Benz GLA180,USED,Automatic,"4 cyl, 1.6 L",Front,Premium,5.7 L / 100 km,31467,Grey / -,"Fyshwick, ACT",4 cyl,SUV, 4 Doors, 5 Seats,36830
Hyundai,2010,I30,Hatchback,2010 Hyundai I30 SLX 1.6 Crdi,USED,Automatic,"4 cyl, 1.6 L",Front,Diesel,6 L / 100 km,151648,White / -,"Fyshwick, ACT",4 cyl,Hatchback, 5 Doors, 5 Seats,11990
Volkswagen,2016,Amarok,Ute / Tray,2016 Volkswagen Amarok TDI400 Core Edition (4X4),USED,Manual,"4 cyl, 2 L",4WD,Diesel,7.9 L / 100 km,145488,White / -,"Fyshwick, ACT",4 cyl,Ute / Tray, 4 Doors, 5 Seats,26599
BMW,2019,X3,SUV,2019 BMW X3 M Competition Xdrive,USED,Automatic,"6 cyl, 3 L",AWD,Premium,10.6 L / 100 km,66679,White / -,"Fyshwick, ACT",6 cyl,SUV, 5 Doors, 5 Seats,94830
Fiat,2022,500,"02 **** ****
",2022 Fiat 500 Lounge,NEW,-,-,Other,-,-,22,Red / Blue Fabric Fiat Monogrammed Seats,"Fyshwick, ACT",-,Hatchback,,,26995
Audi,2016,SQ5,SUV,2016 Audi SQ5 3.0 TDI Quattro,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,6.8 L / 100 km,75457,Black / -,"Fyshwick, ACT",6 cyl,SUV, 5 Doors, 5 Seats,49888
Mercedes-Benz,2018,CLA250,Wagon,2018 Mercedes-Benz CLA250 Sport 4Matic S/Brake,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7 L / 100 km,58846,Silver / -,"Fyshwick, ACT",4 cyl,Wagon, 4 Doors, 5 Seats,45830
Land,2022,Rover,SUV,2022 Land Rover Defender 110 P400 SE (294KW),USED,Automatic,"6 cyl, 3 L",AWD,Premium,9.9 L / 100 km,17261,Black / Leather,"Phillip, ACT",6 cyl,SUV, 5 Doors, 5 Seats,130569
Suzuki,2022,Jimny,SUV,2022 Suzuki Jimny GLX (qld),USED,Automatic,"4 cyl, 1.5 L",4WD,Unleaded,6.9 L / 100 km,33,White / Black,"Moruya, NSW",4 cyl,SUV, 2 Doors, 4 Seats,44990
Volkswagen,2023,T-Cross,NEW In stock,2023 Volkswagen T-Cross 85TSI Life,NEW,Automatic,-,Other,Unleaded,-,11,Blue / -,"Taree, NSW",-,SUV,,,33600
Holden,2015,Captiva,Taree City Car Sales,2015 Holden Captiva CG 7 LTZ Wagon 7st 5dr Spts Auto 6sp 4x4 3.0i MY15,USED,Automatic,-,Other,-,-,96853,White / -,"Taree, NSW",-,Wagon,,,18888
Volkswagen,2022,Passat,Manning Valley Automotive - New Cars,2022 Volkswagen Passat 206TSI R-Line,NEW,Automatic,"4 cyl, 2 L",AWD,Premium,8.1 L / 100 km,24,Black / -,"Taree, NSW",4 cyl,Wagon, 4 Doors, 5 Seats,69990
LDV,2022,T60,NEW In stock,2022 LDV T60 Max Pro,NEW,Automatic,-,Other,Diesel,-,10,White / -,"Taree, NSW",-,Ute / Tray,,,38990
Volkswagen,2013,Beetle,Taree City Car Sales,2013 Volkswagen Beetle 1L Fender Edition Coupe 2dr DSG 7sp 1.4TSC,USED,Automatic,-,Other,-,-,91718,Red / -,"Taree, NSW",-,Hatchback,,,24888
Subaru,2018,Forester,SUV,2018 Subaru Forester 2.5I-L,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.1 L / 100 km,39824,Brown / -,"Taree, NSW",4 cyl,SUV, 4 Doors, 5 Seats,35990
Suzuki,2022,Vitara,DEMO,2022 Suzuki Vitara (No Badge),DEMO,Automatic,-,Other,Unleaded,-,5921,Blue / -,"Taree, NSW",-,SUV,,,31490
Kia,2019,Cerato,Sedan,2019 Kia Cerato S,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,24392,White / Black,"Bega, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,23930
MG,2022,MG3,NEW In stock,2022 MG MG3 Excite,NEW,Automatic,-,Other,Unleaded,-,38,Silver / -,"Port Macquarie, NSW",-,Hatchback,,,20990
Kia,2022,Niro,DEMO,2022 Kia Niro HEV S,DEMO,Automatic,-,Other,Other,-,25,White / -,"Port Macquarie, NSW",-,SUV,,,45990
Hyundai,2023,I30,"02 **** ****
",2023 Hyundai I30 N Premium,DEMO,Manual,-,Other,Unleaded,-,11,White / -,"Port Macquarie, NSW",-,,,,0
Holden,2016,Colorado,SUV,2016 Holden Colorado 7 LTZ (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9.4 L / 100 km,160050,Silver / -,"South Tamworth, NSW",4 cyl,SUV, 4 Doors, 7 Seats,29990
Jeep,2023,Gladiator,Miedecke Motor Group - New,2023 Jeep Gladiator Rubicon (4X4),NEW,Automatic,"6 cyl, 3.6 L",4WD,Unleaded,12.4 L / 100 km,10,Green / -,"Port Macquarie, NSW",6 cyl,Ute / Tray, 4 Doors, 5 Seats,91888
Kia,2022,Seltos,NEW In stock,2022 Kia Seltos Sport +,NEW,Automatic,-,Other,Unleaded,-,5,Blue / -,"Port Macquarie, NSW",-,SUV,,,0
Hyundai,2023,Santa,NEW In stock,2023 Hyundai Santa FE Active,NEW,Automatic,-,Other,Diesel,-,13,White / -,"Port Macquarie, NSW",-,SUV,,,58490
Mitsubishi,2007,Triton,Ute / Tray,2007 Mitsubishi Triton GLX,USED,Manual,"4 cyl, 2.4 L",Rear,Unleaded,10.9 L / 100 km,296841,White / Black,"Wauchope, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,8750
Infiniti,2015,Q50,Sedan,2015 Infiniti Q50 2.2D GT,USED,Automatic,"4 cyl, 2.1 L",Rear,Diesel,5.2 L / 100 km,95003,Blue / -,"South Tamworth, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,24990
Honda,2019,Civic,Sedan,2019 Honda Civic RS,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6 L / 100 km,43996,Red / Black,"Port Macquarie, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,33990
Nissan,2016,Navara,Ute / Tray,2016 Nissan Navara RX (4X4),USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,7.1 L / 100 km,85438,Black / Black,"Port Macquarie, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,36990
LDV,2023,T60,Miedecke Motor Group - New,2023 LDV T60 Mega TUB (4X4),NEW,Automatic,"4 cyl, 2 L",4WD,Diesel,9.3 L / 100 km,14,Orange / -,"Port Macquarie, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,0
Mahindra,2022,PIK-UP,Country Autos Tamworth New Cars,2022 Mahindra PIK-UP S11 4X4,NEW,Automatic,"4 cyl, 2.2 L",4WD,Diesel,9.3 L / 100 km,14,Grey / Black Cloth,"West Tamworth, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,39490
Ssangyong,2022,Musso,NEW In stock,2022 Ssangyong Musso Ultimate XLV Luxury,NEW,Automatic,-,Other,Diesel,-,9,Black / -,"Port Macquarie, NSW",-,Ute / Tray,,,0
LDV,2023,D90,Miedecke Motor Group - New,2023 LDV D90 (2WD),NEW,Automatic,"4 cyl, 2 L",Rear,Unleaded,10.2 L / 100 km,9,White / -,"Port Macquarie, NSW",4 cyl,SUV, 4 Doors, 7 Seats,0
Suzuki,2022,Swift,Inland City Suzuki - New Cars,2022 Suzuki Swift GL Navi Plus,NEW,Automatic,"4 cyl, 1.2 L",Front,Unleaded,4.8 L / 100 km,0,Silver / Grey  Cloth,"Wagga Wagga, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,28085
Ford,2016,Ranger,SGM 4X4 & Commercials (Armidale),2016 Ford Ranger PX MkII XL Cab Chassis Double Cab 4dr Spts Auto 6sp 4x4 3.2D,USED,Automatic,-,Other,-,-,108352,White / -,"Armidale, NSW",-,Ute / Tray,,,36990
Ford,2020,Ranger,SGM 4X4 & Commercials (Armidale),2020 Ford Ranger PX MkII XL Plus Utility Double Cab 4dr Spts Auto 6sp 4x4 3.2,USED,Automatic,-,Other,-,-,114403,White / -,"Armidale, NSW",-,Ute / Tray,,,41750
Suzuki,2014,Swift,Hatchback,2014 Suzuki Swift Sport,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.1 L / 100 km,93749,Red / Black  Cloth,"Wagga Wagga, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,18999
Hyundai,2015,Tucson,SUV,2015 Hyundai Tucson Active X (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,92316,Grey / -,"Armidale, NSW",4 cyl,SUV, 4 Doors, 5 Seats,23990
Mitsubishi,2016,Triton,SGM 4X4 & Commercials (Armidale),2016 Mitsubishi Triton GLX,USED,Manual,-,Other,-,-,212604,Grey / -,"Armidale, NSW",-,Ute / Tray,,,17990
Holden,2018,Colorado,SGM 4X4 & Commercials (Armidale),2018 Holden Colorado RG LS-X Utility Crew Cab 4dr Spts Auto 6sp 4x4 2.8DT MY16,USED,Automatic,-,Other,-,-,58268,White / -,"Armidale, NSW",-,Ute / Tray,,,38750
Isuzu,2015,D-MAX,SGM 4X4 & Commercials (Armidale),2015 Isuzu D-MAX SX (4x4),USED,Automatic,-,Other,-,-,144662,White / -,"Armidale, NSW",-,Ute / Tray,,,32990
Ford,2010,Fiesta,Hatchback,2010 Ford Fiesta LX,USED,Manual,"4 cyl, 1.6 L",Front,Diesel,4.4 L / 100 km,129853,Blue / Grey,"Coffs Harbour, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,7990
Nissan,2017,Pathfinder,SUV,2017 Nissan Pathfinder ST (4X2),USED,Automatic,"6 cyl, 3.5 L",Front,Premium,9.9 L / 100 km,22308,Black / -,"Coffs Harbour, NSW",6 cyl,SUV, 4 Doors, 7 Seats,34999
Isuzu,2022,MU-X,SUV,2022 Isuzu MU-X LS-U (4X2),USED,Automatic,"4 cyl, 3 L",Front,Diesel,7.8 L / 100 km,27079,Silver / Black,"Lavington, NSW",4 cyl,SUV, 4 Doors, 7 Seats,59990
GWM,2022,Haval,Bellbowrie Motor Group New Cars,2022 GWM Haval H6GT LUX (2WD),DEMO,Automatic,"4 cyl, 2 L",Front,Unleaded,7.5 L / 100 km,29,Blue / -,"Coffs Harbour, NSW",4 cyl,SUV, 4 Doors, 5 Seats,40990
BMW,2021,118I,Hatchback,2021 BMW 118I M Sport,USED,Automatic,"3 cyl, 1.5 L",Front,Premium,5.9 L / 100 km,23956,White / Dakota Leather,"Lavington, NSW",3 cyl,Hatchback, 5 Doors, 5 Seats,47890
Mazda,2022,CX-3,SUV,2022 Mazda CX-3 Maxx Sport (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.3 L / 100 km,44102,Red / -,"Coffs Harbour, NSW",4 cyl,SUV, 4 Doors, 5 Seats,24999
Subaru,2018,Forester,SUV,2018 Subaru Forester 2.5I-S (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,226169,Silver / -,"Coffs Harbour, NSW",4 cyl,SUV, 4 Doors, 5 Seats,21999
GWM,2022,UTE,Bellbowrie Motor Group New Cars,2022 GWM UTE Cannon-L (4X4),DEMO,Automatic,"4 cyl, 2 L",4WD,Diesel,9.4 L / 100 km,22,Blue / -,"Coffs Harbour, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,43085
Nissan,2015,X-Trail,SUV,2015 Nissan X-Trail TS (fwd),USED,Automatic,"4 cyl, 1.6 L",Front,Diesel,5.3 L / 100 km,156574,Silver / -,"Coffs Harbour, NSW",4 cyl,SUV, 4 Doors, 5 Seats,19999
GWM,2022,Haval,Bellbowrie Motor Group New Cars,2022 GWM Haval Jolion Ultra Hybrid,NEW,Automatic,"4 cyl, 1.5 L",Front,Hybrid,5 L / 100 km,10,White / -,"Coffs Harbour, NSW",4 cyl,SUV, 4 Doors, 5 Seats,40895
